,correct,total,accuracy,loss,correct_labels.ALBATROSS,correct_labels.BALD EAGLE,correct_labels.BARN OWL,correct_labels.EURASIAN MAGPIE,correct_labels.FLAMINGO,correct_labels.MALLARD DUCK,correct_labels.OSTRICH,correct_labels.PEACOCK,correct_labels.PELICAN,correct_labels.TRUMPTER SWAN,total_labels.ALBATROSS,total_labels.BALD EAGLE,total_labels.BARN OWL,total_labels.EURASIAN MAGPIE,total_labels.FLAMINGO,total_labels.MALLARD DUCK,total_labels.OSTRICH,total_labels.PEACOCK,total_labels.PELICAN,total_labels.TRUMPTER SWAN,label_accuracy.ALBATROSS,label_accuracy.BALD EAGLE,label_accuracy.BARN OWL,label_accuracy.EURASIAN MAGPIE,label_accuracy.FLAMINGO,label_accuracy.MALLARD DUCK,label_accuracy.OSTRICH,label_accuracy.PEACOCK,label_accuracy.PELICAN,label_accuracy.TRUMPTER SWAN
0,195,292,0.6678082191780822,1.863214429110697,16,20,16,23,21,23,20,23,13,20,31,29,26,33,25,38,23,30,28,29,0.5161290322580645,0.6896551724137931,0.6153846153846154,0.696969696969697,0.84,0.6052631578947368,0.8695652173913043,0.7666666666666667,0.4642857142857143,0.6896551724137931
1,211,292,0.7226027397260274,1.621622528115364,18,25,13,24,22,26,25,33,11,14,25,37,19,28,24,34,28,37,35,25,0.72,0.6756756756756757,0.6842105263157895,0.8571428571428571,0.9166666666666666,0.7647058823529411,0.8928571428571429,0.8918918918918919,0.3142857142857143,0.56
2,227,292,0.7773972602739726,1.1770836979865211,17,28,17,22,27,27,27,25,10,27,29,39,22,26,30,31,32,27,23,33,0.5862068965517241,0.717948717948718,0.7727272727272727,0.8461538461538461,0.9,0.8709677419354839,0.84375,0.9259259259259259,0.43478260869565216,0.8181818181818182
3,204,292,0.6986301369863014,1.555585260260595,8,24,24,24,26,18,16,27,11,26,23,29,31,39,32,27,22,33,25,31,0.34782608695652173,0.8275862068965517,0.7741935483870968,0.6153846153846154,0.8125,0.6666666666666666,0.7272727272727273,0.8181818181818182,0.44,0.8387096774193549
4,218,292,0.7465753424657534,1.4981011707488805,20,25,24,23,20,21,21,30,14,20,29,32,28,31,26,26,29,32,33,26,0.6896551724137931,0.78125,0.8571428571428571,0.7419354838709677,0.7692307692307693,0.8076923076923077,0.7241379310344828,0.9375,0.42424242424242425,0.7692307692307693
