,correct,total,accuracy,loss,correct_labels.ALBATROSS,correct_labels.BALD EAGLE,correct_labels.BARN OWL,correct_labels.EURASIAN MAGPIE,correct_labels.FLAMINGO,correct_labels.MALLARD DUCK,correct_labels.OSTRICH,correct_labels.PEACOCK,correct_labels.PELICAN,correct_labels.TRUMPTER SWAN,total_labels.ALBATROSS,total_labels.BALD EAGLE,total_labels.BARN OWL,total_labels.EURASIAN MAGPIE,total_labels.FLAMINGO,total_labels.MALLARD DUCK,total_labels.OSTRICH,total_labels.PEACOCK,total_labels.PELICAN,total_labels.TRUMPTER SWAN,label_accuracy.ALBATROSS,label_accuracy.BALD EAGLE,label_accuracy.BARN OWL,label_accuracy.EURASIAN MAGPIE,label_accuracy.FLAMINGO,label_accuracy.MALLARD DUCK,label_accuracy.OSTRICH,label_accuracy.PEACOCK,label_accuracy.PELICAN,label_accuracy.TRUMPTER SWAN
0,183,292,0.6267123287671232,2.14983078551619,18,22,12,22,18,17,22,24,10,18,39,30,21,33,29,21,30,34,25,30,0.46153846153846156,0.7333333333333333,0.5714285714285714,0.6666666666666666,0.6206896551724138,0.8095238095238095,0.7333333333333333,0.7058823529411765,0.4,0.6
1,190,292,0.6506849315068494,2.0543931510350477,14,15,15,27,13,20,22,34,10,20,28,25,24,31,26,35,33,36,23,31,0.5,0.6,0.625,0.8709677419354839,0.5,0.5714285714285714,0.6666666666666666,0.9444444444444444,0.43478260869565216,0.6451612903225806
2,165,292,0.565068493150685,2.150017124332794,12,23,15,17,15,17,17,17,17,15,25,42,27,30,32,33,21,32,24,26,0.48,0.5476190476190477,0.5555555555555556,0.5666666666666667,0.46875,0.5151515151515151,0.8095238095238095,0.53125,0.7083333333333334,0.5769230769230769
3,185,292,0.6335616438356164,2.3346553469357425,14,27,19,18,18,10,21,26,13,19,21,43,25,28,28,20,36,31,28,32,0.6666666666666666,0.627906976744186,0.76,0.6428571428571429,0.6428571428571429,0.5,0.5833333333333334,0.8387096774193549,0.4642857142857143,0.59375
4,175,292,0.5993150684931506,2.2017249538473886,19,12,16,16,17,20,22,28,8,17,38,35,26,25,31,26,26,32,23,30,0.5,0.34285714285714286,0.6153846153846154,0.64,0.5483870967741935,0.7692307692307693,0.8461538461538461,0.875,0.34782608695652173,0.5666666666666667
