,correct,total,accuracy,loss,correct_labels.ALBATROSS,correct_labels.BALD EAGLE,correct_labels.BARN OWL,correct_labels.EURASIAN MAGPIE,correct_labels.FLAMINGO,correct_labels.MALLARD DUCK,correct_labels.OSTRICH,correct_labels.PEACOCK,correct_labels.PELICAN,correct_labels.TRUMPTER SWAN,total_labels.ALBATROSS,total_labels.BALD EAGLE,total_labels.BARN OWL,total_labels.EURASIAN MAGPIE,total_labels.FLAMINGO,total_labels.MALLARD DUCK,total_labels.OSTRICH,total_labels.PEACOCK,total_labels.PELICAN,total_labels.TRUMPTER SWAN,label_accuracy.ALBATROSS,label_accuracy.BALD EAGLE,label_accuracy.BARN OWL,label_accuracy.EURASIAN MAGPIE,label_accuracy.FLAMINGO,label_accuracy.MALLARD DUCK,label_accuracy.OSTRICH,label_accuracy.PEACOCK,label_accuracy.PELICAN,label_accuracy.TRUMPTER SWAN
0,202,292,0.6917808219178082,1.7311428736333978,20,28,19,18,19,20,19,24,11,24,36,39,26,31,22,26,26,30,24,32,0.5555555555555556,0.717948717948718,0.7307692307692307,0.5806451612903226,0.8636363636363636,0.7692307692307693,0.7307692307692307,0.8,0.4583333333333333,0.75
1,202,292,0.6917808219178082,1.7866808780252117,18,22,13,30,19,22,20,22,15,21,27,33,24,40,23,35,27,26,28,29,0.6666666666666666,0.6666666666666666,0.5416666666666666,0.75,0.8260869565217391,0.6285714285714286,0.7407407407407407,0.8461538461538461,0.5357142857142857,0.7241379310344828
2,207,292,0.708904109589041,1.4452516738682577,11,32,21,25,18,17,16,34,11,22,29,43,26,38,24,22,22,35,22,31,0.3793103448275862,0.7441860465116279,0.8076923076923077,0.6578947368421053,0.75,0.7727272727272727,0.7272727272727273,0.9714285714285714,0.5,0.7096774193548387
3,227,292,0.7773972602739726,1.1908999452852223,20,23,20,23,14,28,21,37,19,22,27,29,28,32,16,37,26,38,26,33,0.7407407407407407,0.7931034482758621,0.7142857142857143,0.71875,0.875,0.7567567567567568,0.8076923076923077,0.9736842105263158,0.7307692307692307,0.6666666666666666
4,197,292,0.6746575342465754,1.685218683660847,14,28,15,22,22,19,22,27,14,14,27,42,27,30,33,28,27,31,24,23,0.5185185185185185,0.6666666666666666,0.5555555555555556,0.7333333333333333,0.6666666666666666,0.6785714285714286,0.8148148148148148,0.8709677419354839,0.5833333333333334,0.6086956521739131
