,correct,total,accuracy,loss,correct_labels.ALBATROSS,correct_labels.BALD EAGLE,correct_labels.BARN OWL,correct_labels.EURASIAN MAGPIE,correct_labels.FLAMINGO,correct_labels.MALLARD DUCK,correct_labels.OSTRICH,correct_labels.PEACOCK,correct_labels.PELICAN,correct_labels.TRUMPTER SWAN,total_labels.ALBATROSS,total_labels.BALD EAGLE,total_labels.BARN OWL,total_labels.EURASIAN MAGPIE,total_labels.FLAMINGO,total_labels.MALLARD DUCK,total_labels.OSTRICH,total_labels.PEACOCK,total_labels.PELICAN,total_labels.TRUMPTER SWAN,label_accuracy.ALBATROSS,label_accuracy.BALD EAGLE,label_accuracy.BARN OWL,label_accuracy.EURASIAN MAGPIE,label_accuracy.FLAMINGO,label_accuracy.MALLARD DUCK,label_accuracy.OSTRICH,label_accuracy.PEACOCK,label_accuracy.PELICAN,label_accuracy.TRUMPTER SWAN
0,210,292,0.7191780821917808,1.2527316661730206,20,20,15,25,20,16,24,26,17,27,29,29,27,38,27,22,31,28,27,34,0.6896551724137931,0.6896551724137931,0.5555555555555556,0.6578947368421053,0.7407407407407407,0.7272727272727273,0.7741935483870968,0.9285714285714286,0.6296296296296297,0.7941176470588235
1,205,292,0.702054794520548,1.6199128007235593,17,21,13,29,22,23,20,22,17,21,32,24,19,35,31,37,28,27,28,31,0.53125,0.875,0.6842105263157895,0.8285714285714286,0.7096774193548387,0.6216216216216216,0.7142857142857143,0.8148148148148148,0.6071428571428571,0.6774193548387096
2,200,292,0.684931506849315,1.472582873945724,16,23,14,28,16,17,19,31,15,21,35,34,23,37,26,26,22,35,24,30,0.45714285714285713,0.6764705882352942,0.6086956521739131,0.7567567567567568,0.6153846153846154,0.6538461538461539,0.8636363636363636,0.8857142857142857,0.625,0.7
3,200,292,0.684931506849315,1.9537182560522262,14,22,22,26,19,23,18,29,11,16,27,38,31,36,23,33,23,32,23,26,0.5185185185185185,0.5789473684210527,0.7096774193548387,0.7222222222222222,0.8260869565217391,0.696969696969697,0.782608695652174,0.90625,0.4782608695652174,0.6153846153846154
4,206,292,0.7054794520547946,1.7529397168490168,19,25,23,26,19,21,21,30,8,14,31,39,33,31,23,25,25,34,33,18,0.6129032258064516,0.6410256410256411,0.696969696969697,0.8387096774193549,0.8260869565217391,0.84,0.84,0.8823529411764706,0.24242424242424243,0.7777777777777778
